          Dimensions           Particles         Metro-steps          StepLength                 WF1              Energy          Energy_std          Energy_var             Alpha_0               Epoch               Alpha                Beta
                   3                  10               10000             0.10000             0.50000            15.00000             0.00000             0.00000             0.80000                  30             0.50000             0.00000
                   3                  10               10000             0.10000             0.90000            20.02145             1.12164             1.25808             0.90000                   0             0.90000             0.00000
                   3                  10               10000             0.10000             0.87753            15.61843             1.99743             3.98973             0.90000                   1             0.87753             0.00000
                   3                  10               10000             0.10000             0.80082            17.04195             1.48917             2.21761             0.90000                   2             0.80082             0.00000
                   3                  10               10000             0.10000             0.74415            17.31275             1.20083             1.44199             0.90000                   3             0.74415             0.00000
                   3                  10               10000             0.10000             0.69667            17.81901             0.83452             0.69642             0.90000                   4             0.69667             0.00000
                   3                  10               10000             0.10000             0.66708            17.33709             0.65309             0.42652             0.90000                   5             0.66708             0.00000
                   3                  10               10000             0.10000             0.64521            16.07773             1.30628             1.70637             0.90000                   6             0.64521             0.00000
                   3                  10               10000             0.10000             0.54260            15.48761             0.24073             0.05795             0.90000                   7             0.54260             0.00000
                   3                  10               10000             0.10000             0.52956            15.36379             0.18566             0.03447             0.90000                   8             0.52956             0.00000
                   3                  10               10000             0.10000             0.51823            15.23965             0.07713             0.00595             0.90000                   9             0.51823             0.00000
                   3                  10               10000             0.10000             0.51502            15.18868             0.04935             0.00244             0.90000                  10             0.51502             0.00000
                   3                  10               10000             0.10000             0.51343            15.13404             0.09023             0.00814             0.90000                  11             0.51343             0.00000
                   3                  10               10000             0.10000             0.50744            15.10507             0.04375             0.00191             0.90000                  12             0.50744             0.00000
                   3                  10               10000             0.10000             0.50489            15.06102             0.01861             0.00035             0.90000                  13             0.50489             0.00000
                   3                  10               10000             0.10000             0.50418            15.05857             0.01293             0.00017             0.90000                  14             0.50418             0.00000
                   3                  10               10000             0.10000             0.50378            15.04804             0.01625             0.00026             0.90000                  15             0.50378             0.00000
                   3                  10               10000             0.10000             0.50309            15.02815             0.02370             0.00056             0.90000                  16             0.50309             0.00000
                   3                  10               10000             0.10000             0.50128            15.01355             0.00661             0.00004             0.90000                  17             0.50128             0.00000
                   3                  10               10000             0.10000             0.50093            15.01434             0.00352             0.00001             0.90000                  18             0.50093             0.00000
                   3                  10               10000             0.10000             0.50080            15.01042             0.00368             0.00001             0.90000                  19             0.50080             0.00000
                   3                  10               10000             0.10000             0.50063            15.00950             0.00454             0.00002             0.90000                  20             0.50063             0.00000
                   3                  10               10000             0.10000             0.50031            15.00284             0.00218             0.00000             0.90000                  21             0.50031             0.00000
                   3                  10               10000             0.10000             0.50015            15.00267             0.00035             0.00000             0.90000                  22             0.50015             0.00000
                   3                  10               10000             0.10000             0.50014            15.00159             0.00078             0.00000             0.90000                  23             0.50014             0.00000
                   3                  10               10000             0.10000             0.50010            15.00166             0.00031             0.00000             0.90000                  24             0.50010             0.00000
                   3                  10               10000             0.10000             0.50009            15.00097             0.00056             0.00000             0.90000                  25             0.50009             0.00000
                   3                  10               10000             0.10000             0.50006            15.00040             0.00035             0.00000             0.90000                  26             0.50006             0.00000
                   3                  10               10000             0.10000             0.50003            15.00030             0.00035             0.00000             0.90000                  27             0.50003             0.00000
                   3                  10               10000             0.10000             0.50000            14.99998             0.00003             0.00000             0.90000                  28             0.50000             0.00000
                   3                  10               10000             0.10000             0.50000            15.00000             0.00000             0.00000             0.90000                  29             0.50000             0.00000
                   3                  10               10000             0.10000             0.50000            15.00000             0.00000             0.00000             0.90000                  30             0.50000             0.00000
                   3                  10               10000             0.10000             1.00000            21.45571             1.26216             1.59304             1.00000                   0             1.00000             0.00000
                   3                  10               10000             0.10000             0.97876            15.64838             2.42815             5.89593             1.00000                   1             0.97876             0.00000
                   3                  10               10000             0.10000             0.89548            17.75589             1.77856             3.16326             1.00000                   2             0.89548             0.00000
                   3                  10               10000             0.10000             0.83816            18.10771             1.61280             2.60111             1.00000                   3             0.83816             0.00000
                   3                  10               10000             0.10000             0.78068            19.05101             1.17884             1.38967             1.00000                   4             0.78068             0.00000
