          Dimensions           Particles         Metro-steps               Omega          StepLength                 WF1              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling          Analytical
                   3                  10               32768             1.00000             3.00000             0.40000            15.34444             0.87261             0.76144               12445             0.37979                   0                   1
                   3                  10               32768             1.00000             3.00000             0.60000            15.28184             0.69202             0.47889                9404             0.28699                   0                   1
                   3                  10               32768             1.00000             3.00000             0.70000            15.85578             1.29952             1.68875                8442             0.25763                   0                   1
                   3                  10               32768             1.00000             3.00000             0.80000            16.91659             1.76283             3.10756                7378             0.22516                   0                   1
                   3                  10               32768             1.00000             3.10000             0.20000            21.33243             3.89829            15.19666               16819             0.51328                   0                   1
                   3                  10               32768             1.00000             3.10000             0.30000            17.06569             2.02246             4.09036               14117             0.43082                   0                   1
                   3                  10               32768             1.00000             3.10000             0.40000            15.32284             0.83799             0.70222               11942             0.36444                   0                   1
                   3                  10               32768             1.00000             3.10000             0.60000            15.30812             0.70172             0.49241                8907             0.27182                   0                   1
                   3                  10               32768             1.00000             3.10000             0.70000            15.88806             1.28238             1.64451                7919             0.24167                   0                   1
                   3                  10               32768             1.00000             3.10000             0.80000            16.67740             1.86505             3.47839                6963             0.21249                   0                   1
                   3                  10               32768             1.00000             3.20000             0.20000            21.34103             3.94429            15.55744               16338             0.49860                   0                   1
                   3                  10               32768             1.00000             3.20000             0.30000            16.89274             1.96264             3.85197               13602             0.41510                   0                   1
                   3                  10               32768             1.00000             3.20000             0.40000            15.41095             0.84120             0.70761               11584             0.35352                   0                   1
                   3                  10               32768             1.00000             3.20000             0.60000            15.25247             0.64394             0.41466                8685             0.26505                   0                   1
                   3                  10               32768             1.00000             3.20000             0.70000            15.88539             1.29381             1.67395                7540             0.23010                   0                   1
                   3                  10               32768             1.00000             3.20000             0.80000            16.72222             1.75459             3.07859                6634             0.20245                   0                   1
                   3                  10               32768             1.00000             3.30000             0.20000            21.37391             3.86807            14.96196               15866             0.48419                   0                   1
                   3                  10               32768             1.00000             3.30000             0.30000            16.91010             2.06785             4.27601               13091             0.39951                   0                   1
                   3                  10               32768             1.00000             3.30000             0.40000            15.34542             0.83346             0.69465               10883             0.33212                   0                   1
                   3                  10               32768             1.00000             3.30000             0.60000            15.21925             0.67801             0.45970                8241             0.25150                   0                   1
                   3                  10               32768             1.00000             3.30000             0.70000            15.77073             1.38594             1.92084                7166             0.21869                   0                   1
